"","id","ad_creation_time","ad_creative_bodies","ad_creative_link_titles","ad_delivery_start_time","ad_delivery_stop_time","ad_snapshot_url","bylines","currency","languages","page_id","page_name","publisher_platforms","estimated_audience_size_lower","estimated_audience_size_upper","impressions_lower","impressions_upper","spend_lower","spend_upper","ad_creative_link_captions","ad_creative_link_descriptions"
"1","1708542546185704","2022-10-01","atencao voce que sofre de fibromialgia em minas gerais! 

por um tratamento digno e humanizado!

vamos juntos, dia 02 e 55456 pra deputado estadual! 

renato moura
dep. estadual
5⃣5⃣4⃣5⃣6⃣✅",
